,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Total Bsmt SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,remodeled,Age,RemodelAge,total_other_rooms,outdoorspace,reg_lot_shp,leveled_land,culdsac,1fam_hm,unf_attic,hip_roof,premium_ext,exclnt_extr,cblock_foundation,pconc_foundation,other_foundation,exclnt_bsmt,bsmt_exosure,bsmt_finished,bsmt_rec,excellent_heating,central_AC,kitchen_exclnt,fireplace_exclnt,attached_garage,finsihed_garage,pave_drive,normal_sale,vnr_brk,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
2193,60.0,8190,4,6,0.0,732.0,0.0,948.0,0,948,1.0,1,0,3,1,1,1956.0,1.0,280.0,119000,False,56,56,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,60.0,10896,6,7,0.0,256.0,0.0,1440.0,515,3395,0.0,2,0,8,2,0,0.0,0.0,0.0,200000,True,96,15,6,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2195,60.0,10890,5,6,0.0,371.0,0.0,1296.0,0,2592,2.0,2,0,6,2,0,0.0,0.0,0.0,150000,True,87,60,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2196,55.0,10592,6,7,0.0,0.0,0.0,602.0,0,1502,0.0,1,1,3,1,2,1923.0,1.0,180.0,165000,True,87,14,4,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,55.0,10594,5,5,0.0,0.0,0.0,768.0,0,789,0.0,1,0,2,1,0,1926.0,1.0,200.0,96500,True,84,60,3,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,54.0,7223,5,5,0.0,319.0,0.0,1290.0,0,1422,0.0,1,0,3,1,0,1973.0,1.0,352.0,136500,True,84,60,3,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,51.0,6821,6,7,0.0,113.0,0.0,651.0,0,1298,0.0,2,0,2,1,1,1994.0,1.0,240.0,146500,True,89,5,6,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,60.0,7200,5,7,252.0,569.0,0.0,731.0,0,1768,1.0,1,1,3,1,2,1939.0,1.0,240.0,175000,True,73,60,4,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2201,63.0,4000,7,8,0.0,246.0,0.0,531.0,0,1098,1.0,1,0,2,1,1,1930.0,1.0,216.0,148500,True,80,15,3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,53.0,6720,6,7,0.0,0.0,0.0,585.0,0,1436,0.0,1,0,3,1,1,1992.0,1.0,228.0,141500,True,89,60,4,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,55.0,7642,7,8,0.0,0.0,0.0,912.0,0,1426,0.0,1,1,3,1,1,1925.0,1.0,216.0,189950,True,92,12,4,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,53.0,7155,6,8,0.0,0.0,0.0,686.0,0,1461,0.0,1,0,3,1,1,1926.0,1.0,225.0,135000,True,84,19,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,53.0,7128,7,5,0.0,364.0,0.0,918.0,0,1646,0.0,2,0,4,1,2,1941.0,1.0,240.0,164000,True,69,60,3,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,40.0,4280,5,6,0.0,365.0,0.0,440.0,0,694,0.0,1,0,2,1,1,1990.0,1.0,352.0,90350,True,97,8,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,53.0,5362,5,6,0.0,0.0,0.0,661.0,0,1250,0.0,2,0,3,1,1,1985.0,2.0,552.0,139000,True,100,7,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,50.0,6305,5,7,0.0,0.0,0.0,920.0,0,954,0.0,1,0,2,1,1,1938.0,1.0,240.0,119750,True,72,60,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,82.0,7136,6,6,423.0,484.0,0.0,979.0,0,1958,0.0,2,0,4,2,0,1946.0,2.0,492.0,145000,True,64,60,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,82.0,6270,5,6,0.0,284.0,0.0,1001.0,0,2002,0.0,2,0,4,2,0,1949.0,3.0,871.0,145000,True,61,60,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,60.0,7230,7,7,0.0,0.0,0.0,851.0,0,1718,0.0,2,1,4,1,1,1927.0,2.0,264.0,238000,True,83,18,4,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,126.0,13108,5,5,0.0,0.0,0.0,0.0,0,1226,0.0,1,1,2,1,1,1951.0,2.0,400.0,153500,False,59,59,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,86.0,22420,6,6,0.0,1128.0,0.0,1370.0,0,2624,1.0,2,1,4,1,1,1918.0,3.0,864.0,239000,True,92,60,6,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,78.0,12168,8,6,0.0,428.0,0.0,965.0,0,3194,0.0,2,1,4,1,2,1934.0,2.0,380.0,359100,True,76,12,6,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,110.0,7810,4,6,0.0,189.0,0.0,930.0,0,1755,0.0,2,0,4,1,1,1930.0,1.0,231.0,188000,True,80,7,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,0.0,11275,6,7,480.0,297.0,557.0,854.0,0,1991,0.0,1,1,3,1,1,1977.0,2.0,432.0,220000,True,78,60,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,79.0,6221,5,5,0.0,533.0,0.0,728.0,0,1355,0.0,2,0,3,1,0,1966.0,2.0,528.0,140000,True,69,60,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,70.0,10570,8,8,0.0,297.0,0.0,853.0,0,2727,0.0,2,1,3,1,2,1932.0,2.0,440.0,315000,True,78,16,7,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,61.0,7259,6,8,0.0,774.0,150.0,1028.0,0,2320,1.0,2,1,3,1,1,1945.0,1.0,180.0,259500,True,65,8,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,110.0,14442,6,7,106.0,1186.0,0.0,1477.0,0,1839,1.0,2,0,3,1,2,1957.0,2.0,416.0,257500,True,53,6,4,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,75.0,13125,7,6,0.0,410.0,0.0,800.0,0,1740,0.0,1,1,3,1,2,1940.0,1.0,240.0,219500,True,70,26,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,0.0,21000,6,5,184.0,35.0,869.0,1809.0,0,2259,1.0,2,0,3,1,2,1953.0,2.0,450.0,217000,False,57,57,4,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,0.0,25485,6,4,423.0,540.0,1020.0,1560.0,0,1560,0.0,1,1,3,1,3,1960.0,2.0,580.0,201000,False,50,50,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,0.0,21579,6,6,0.0,813.0,0.0,1488.0,0,1488,0.0,2,0,3,1,2,1968.0,2.0,552.0,215000,False,42,42,4,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,24.0,1782,6,6,0.0,330.0,0.0,516.0,0,1045,0.0,1,0,2,1,1,1980.0,2.0,462.0,123900,False,30,30,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,0.0,17871,4,5,0.0,0.0,0.0,1680.0,0,1680,0.0,2,0,4,1,0,1996.0,2.0,628.0,170000,True,15,14,3,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,35.0,3907,8,5,0.0,577.0,0.0,1004.0,0,1020,1.0,1,0,1,1,0,1988.0,2.0,509.0,200000,False,22,22,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,0.0,20693,7,5,652.0,434.0,0.0,1696.0,0,1696,0.0,2,0,3,1,2,1971.0,2.0,625.0,198000,False,39,39,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,0.0,32668,6,3,0.0,1219.0,0.0,2035.0,0,2515,1.0,3,0,4,2,2,1975.0,2.0,484.0,200624,True,53,35,5,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,70.0,18044,8,5,0.0,0.0,0.0,279.0,0,2726,0.0,2,1,2,1,1,1986.0,2.0,691.0,315000,False,24,24,4,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,85.0,8500,5,7,0.0,0.0,0.0,793.0,0,1517,0.0,2,0,3,1,0,0.0,0.0,0.0,115000,True,91,5,4,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,50.0,7000,6,7,0.0,375.0,0.0,720.0,0,1215,0.0,1,0,3,1,0,1965.0,2.0,720.0,141000,True,70,60,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,50.0,5000,5,6,0.0,116.0,0.0,720.0,0,803,0.0,1,0,2,1,0,1941.0,2.0,360.0,87000,True,69,60,3,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,50.0,7288,5,7,0.0,0.0,0.0,936.0,0,1601,0.0,2,0,3,1,0,0.0,0.0,0.0,129850,True,85,7,3,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,50.0,6060,4,5,0.0,0.0,0.0,732.0,0,1123,0.0,1,0,3,1,0,1979.0,1.0,264.0,100000,True,71,60,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,50.0,9060,5,6,0.0,548.0,0.0,859.0,0,1828,0.0,2,0,3,1,0,0.0,0.0,0.0,150909,True,87,11,3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,46.0,3672,5,7,0.0,0.0,0.0,816.0,0,816,0.0,1,0,2,1,0,1922.0,1.0,100.0,75200,True,88,60,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,59.0,8263,6,5,0.0,0.0,0.0,1012.0,0,1012,0.0,1,0,2,1,1,1920.0,1.0,308.0,118400,True,90,60,4,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,60.0,8967,5,2,0.0,0.0,0.0,961.0,0,1077,0.0,1,0,2,1,0,1920.0,1.0,338.0,67000,True,90,60,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,75.0,13710,5,5,0.0,420.0,0.0,910.0,0,1558,0.0,1,1,4,1,0,1950.0,1.0,282.0,152000,False,60,60,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,64.0,11067,2,4,0.0,0.0,0.0,0.0,205,845,0.0,1,0,1,1,0,1950.0,1.0,256.0,68104,True,71,60,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,75.0,8250,5,6,0.0,0.0,0.0,957.0,0,1991,0.0,2,0,4,2,0,0.0,0.0,0.0,119600,True,115,4,5,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,65.0,6565,4,6,0.0,967.0,0.0,1073.0,0,1073,1.0,1,0,3,1,0,1985.0,2.0,720.0,140000,True,53,30,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,60.0,6060,5,9,0.0,737.0,0.0,837.0,0,1001,0.0,1,0,2,1,0,1930.0,1.0,216.0,124900,True,80,3,3,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,59.0,5568,8,5,473.0,1573.0,0.0,1573.0,0,1625,1.0,2,0,2,1,1,2006.0,2.0,495.0,375000,True,4,3,3,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,44.0,4750,8,5,481.0,1573.0,0.0,1573.0,0,1625,1.0,2,0,2,1,1,2006.0,2.0,538.0,235000,True,4,3,3,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,0.0,12150,6,6,0.0,1001.0,0.0,1001.0,0,1299,1.0,2,0,2,1,1,1979.0,2.0,486.0,183500,False,31,31,3,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,0.0,7540,6,6,0.0,773.0,0.0,888.0,0,912,1.0,1,0,2,1,1,1978.0,2.0,470.0,156000,False,32,32,3,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,71.0,9187,6,5,0.0,336.0,0.0,1084.0,0,1080,0.0,1,1,3,1,0,1983.0,2.0,484.0,134000,False,27,27,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,80.0,10000,5,5,166.0,585.0,0.0,1441.0,0,1392,0.0,2,0,3,1,1,2002.0,3.0,650.0,215000,False,8,8,3,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,44.0,12864,7,5,0.0,1392.0,0.0,1409.0,0,1409,1.0,1,1,1,1,1,2002.0,2.0,576.0,245000,False,8,8,3,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,0.0,9928,7,5,0.0,1239.0,0.0,1454.0,0,1478,1.0,2,0,3,1,1,1991.0,2.0,506.0,210000,True,19,18,3,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,0.0,8750,7,6,50.0,224.0,530.0,852.0,0,918,0.0,1,0,3,0,0,1975.0,1.0,360.0,148000,False,35,35,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,82.0,8410,6,6,0.0,924.0,0.0,970.0,0,1026,1.0,1,0,2,1,1,1974.0,2.0,528.0,143000,False,36,36,3,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,46.0,4054,7,6,352.0,949.0,0.0,1501.0,0,1501,1.0,2,0,2,1,2,1987.0,2.0,512.0,244000,False,23,23,3,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2256,0.0,9763,7,5,239.0,1102.0,72.0,1502.0,0,1502,1.0,1,1,1,1,1,1998.0,1.0,286.0,330000,False,12,12,4,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,115.0,16905,5,6,0.0,967.0,0.0,1350.0,0,1328,0.0,1,1,2,1,2,1959.0,1.0,308.0,170000,False,51,51,3,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2258,149.0,19958,6,8,1224.0,0.0,0.0,585.0,0,2279,0.0,2,1,4,1,1,1958.0,2.0,461.0,257000,True,52,15,3,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2259,67.0,8368,7,5,0.0,0.0,0.0,1689.0,0,1689,0.0,2,0,3,1,0,2007.0,2.0,433.0,231713,True,4,3,4,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2260,68.0,8298,8,5,0.0,583.0,0.0,1546.0,0,1564,0.0,2,0,2,1,1,2207.0,2.0,502.0,267300,True,4,3,4,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2261,64.0,9037,8,5,32.0,428.0,0.0,1476.0,0,1484,0.0,2,0,2,1,1,2006.0,2.0,472.0,265900,False,4,4,4,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2262,89.0,10991,8,5,80.0,0.0,0.0,1571.0,0,1571,0.0,2,0,3,1,1,2007.0,3.0,722.0,239000,False,3,3,4,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2263,67.0,10656,8,5,274.0,0.0,0.0,1638.0,0,1646,0.0,2,0,3,1,1,2007.0,3.0,870.0,248900,True,4,3,3,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2264,42.0,10331,7,7,0.0,215.0,80.0,1265.0,0,1240,0.0,2,0,3,1,0,1985.0,2.0,528.0,174000,False,25,25,3,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2265,44.0,13758,7,5,117.0,902.0,0.0,1156.0,0,1717,0.0,2,1,3,1,1,1990.0,2.0,400.0,187500,True,20,19,4,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2266,0.0,9303,6,5,42.0,742.0,0.0,872.0,0,1756,1.0,2,1,3,1,0,1996.0,2.0,422.0,204000,True,14,13,4,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
