,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,remodeled,ms_type,Age,RemodelAge
2746,RL,0.0,11200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1258.0,Unf,0.0,1298.0,GasA,TA,Y,SBrkr,0,1298,1.0,0.0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985.0,Unf,2.0,403.0,TA,TA,Y,165,26,0,0,0,0,0,5,2006,WD ,Normal,180000,False,1-STORY 1946 & NEWER ALL STYLES,25,25
2747,RL,88.0,12128,Pave,IR1,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,Gd,TA,CBlock,Gd,TA,No,ALQ,549.0,Unf,0.0,868.0,GasA,Ex,Y,SBrkr,0,2559,0.0,0.0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1989.0,RFn,2.0,506.0,TA,TA,Y,0,245,0,0,168,0,0,11,2006,WD ,Abnorml,209000,False,2-STORY 1946 & NEWER,21,21
2748,RL,80.0,9554,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,GLQ,380.0,Unf,0.0,777.0,GasA,Ex,Y,SBrkr,0,1911,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2.0,471.0,TA,TA,Y,182,81,0,0,0,0,0,9,2006,WD ,Normal,215000,True,2-STORY 1946 & NEWER,17,16
2749,RL,73.0,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,LwQ,261.0,GLQ,1083.0,1344.0,GasA,Gd,Y,SBrkr,0,1440,2.0,0.0,2,0,2,2,Gd,8,Typ,0,0,Attchd,1993.0,Unf,4.0,920.0,TA,TA,Y,288,0,0,0,0,0,0,4,2006,WD ,Normal,224500,False,DUPLEX - ALL STYLES AND AGES,17,17
2750,RL,133.0,11003,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1308.0,GasA,Ex,Y,SBrkr,0,1876,0.0,0.0,2,1,3,1,Gd,7,Typ,0,0,BuiltIn,2005.0,RFn,3.0,848.0,TA,TA,Y,0,40,0,0,0,0,0,7,2006,New,Partial,229800,True,2-STORY 1946 & NEWER,5,4
2751,RL,64.0,7488,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,393.0,Unf,0.0,1208.0,GasA,Ex,Y,SBrkr,0,1208,0.0,0.0,2,0,2,1,Gd,6,Typ,0,0,Attchd,2005.0,RFn,2.0,632.0,TA,TA,Y,105,58,0,0,0,0,0,2,2006,WD ,Abnorml,183600,False,1-STORY 1946 & NEWER ALL STYLES,5,5
2752,RL,64.0,7406,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Av,GLQ,684.0,Unf,0.0,1199.0,GasA,Ex,Y,SBrkr,0,1220,1.0,0.0,2,0,2,1,Gd,6,Typ,0,0,Attchd,2006.0,RFn,2.0,632.0,TA,TA,Y,105,54,0,0,0,0,0,7,2006,New,Partial,194000,False,1-STORY 1946 & NEWER ALL STYLES,4,4
2753,RL,64.0,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,0.0,1286.0,GasA,Ex,Y,SBrkr,0,1294,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,662.0,TA,TA,Y,168,55,0,0,0,0,0,7,2006,New,Partial,193879,False,1-STORY 1946 & NEWER ALL STYLES,4,4
2754,RL,86.0,11210,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,1614.0,GasA,Ex,Y,SBrkr,0,1614,0.0,0.0,2,0,3,1,Gd,7,Typ,0,0,Attchd,2005.0,RFn,3.0,865.0,TA,TA,Y,144,59,0,0,0,0,0,7,2006,New,Partial,221500,True,1-STORY 1946 & NEWER ALL STYLES,5,4
2755,RL,73.0,8990,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1498.0,GasA,Ex,Y,SBrkr,0,1498,0.0,0.0,2,0,2,1,Gd,5,Typ,0,0,Attchd,2006.0,RFn,2.0,675.0,TA,TA,Y,351,33,0,0,0,0,0,4,2006,New,Partial,204900,False,1-STORY 1946 & NEWER ALL STYLES,4,4
2756,RL,73.0,8760,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,464.0,Unf,0.0,1391.0,GasA,Ex,Y,SBrkr,0,1962,0.0,0.0,2,1,3,1,Gd,7,Typ,0,0,Attchd,2006.0,RFn,3.0,868.0,TA,TA,Y,0,90,0,0,0,0,0,8,2006,New,Partial,239799,False,2-STORY 1946 & NEWER,4,4
2757,RL,90.0,13377,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1576.0,Unf,0.0,1836.0,GasA,Gd,Y,SBrkr,0,1846,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,495.0,TA,TA,Y,0,32,0,0,0,0,0,7,2006,New,Partial,233555,False,1-STORY 1946 & NEWER ALL STYLES,4,4
2758,RL,78.0,11645,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,1734.0,GasA,Ex,Y,SBrkr,0,1734,1.0,0.0,2,0,3,1,Gd,7,Typ,0,0,Attchd,2005.0,Fin,2.0,660.0,TA,TA,Y,160,24,0,0,0,0,0,1,2006,WD ,Normal,260000,False,1-STORY 1946 & NEWER ALL STYLES,5,5
2759,RL,78.0,11645,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1122.0,Unf,0.0,1570.0,GasA,Ex,Y,SBrkr,0,1590,1.0,0.0,2,1,2,1,Ex,6,Typ,0,0,Attchd,2005.0,Fin,3.0,754.0,TA,TA,Y,176,80,0,0,0,0,0,8,2006,New,Partial,294900,True,1-STORY 1946 & NEWER ALL STYLES,5,4
2760,RL,91.0,10984,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,945.0,GasA,Ex,Y,SBrkr,0,1809,0.0,0.0,2,1,3,1,Gd,8,Typ,0,0,Attchd,2005.0,RFn,2.0,638.0,TA,TA,Y,144,54,0,0,0,0,0,5,2006,New,Partial,209700,True,2-STORY 1946 & NEWER,5,4
2761,RL,78.0,9316,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,56.0,Unf,0.0,1614.0,GasA,Ex,Y,SBrkr,0,1614,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,576.0,TA,TA,Y,100,45,0,0,0,0,0,3,2006,WD ,Normal,225000,False,1-STORY 1946 & NEWER ALL STYLES,5,5
2762,RL,78.0,9316,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,532.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,784.0,GasA,Ex,Y,SBrkr,0,1596,0.0,0.0,2,1,3,1,Gd,6,Typ,0,0,Attchd,2005.0,RFn,2.0,610.0,TA,TA,Y,144,45,0,0,0,0,0,6,2006,WD ,Normal,181000,False,2-STORY 1946 & NEWER,5,5
2763,RL,80.0,10041,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789.0,Unf,0.0,908.0,GasA,Ex,Y,SBrkr,0,1915,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,Fin,2.0,506.0,TA,TA,Y,120,150,0,0,0,0,0,2,2006,WD ,Abnorml,220000,False,2-STORY 1946 & NEWER,18,18
2764,RL,0.0,36500,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812.0,Unf,0.0,1624.0,GasA,Fa,Y,SBrkr,0,1582,0.0,1.0,2,0,4,1,TA,7,Typ,0,0,Attchd,1964.0,Unf,2.0,390.0,TA,TA,N,168,198,0,0,0,0,0,6,2006,WD ,Normal,190000,False,1-STORY 1946 & NEWER ALL STYLES,46,46
2765,RL,0.0,21453,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,Flat,Metal,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938.0,Unf,0.0,938.0,GasA,Ex,Y,SBrkr,0,988,1.0,0.0,1,0,1,1,TA,4,Typ,2,TA,Attchd,1969.0,Unf,2.0,540.0,TA,TA,Y,0,130,0,130,0,0,0,10,2006,WD ,Normal,180000,False,SPLIT OR MULTI-LEVEL,41,41
2766,RL,62.0,70761,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655.0,Unf,0.0,1533.0,GasA,TA,Y,SBrkr,0,1533,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2.0,576.0,TA,TA,Y,200,54,0,0,0,0,0,12,2006,WD ,Normal,280000,False,1-STORY 1946 & NEWER ALL STYLES,35,35
2767,RL,80.0,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Fa,CBlock,Gd,Fa,No,LwQ,853.0,Unf,0.0,1388.0,GasA,Gd,Y,SBrkr,0,1388,1.0,0.0,2,0,3,1,TA,6,Typ,1,Po,Attchd,1968.0,RFn,2.0,522.0,TA,TA,Y,0,58,0,0,0,0,0,7,2006,COD,Abnorml,158900,False,1-STORY 1946 & NEWER ALL STYLES,42,42
2768,RL,57.0,8846,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298.0,Unf,0.0,870.0,GasA,Ex,Y,SBrkr,0,914,0.0,0.0,1,0,2,1,TA,5,Typ,0,0,Detchd,1998.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,148000,False,SPLIT FOYER,14,14
2769,RL,95.0,13015,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1100.0,GasA,Ex,Y,SBrkr,0,1100,0.0,0.0,1,1,3,1,TA,5,Typ,0,0,Attchd,1996.0,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD ,Normal,145000,False,1-STORY 1946 & NEWER ALL STYLES,14,14
2770,RL,65.0,12438,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,781.0,GasA,Ex,Y,SBrkr,0,1499,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1995.0,RFn,2.0,473.0,TA,TA,Y,413,91,0,0,0,0,0,8,2006,WD ,Normal,187000,False,2-STORY 1946 & NEWER,15,15
2771,RL,0.0,8685,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,846.0,Unf,0.0,1425.0,GasA,Ex,Y,SBrkr,0,1425,1.0,0.0,2,0,3,1,TA,5,Typ,0,0,Attchd,1998.0,RFn,2.0,591.0,TA,TA,Y,0,130,0,0,0,0,0,5,2006,WD ,Normal,193000,False,1-STORY 1946 & NEWER ALL STYLES,12,12
2772,RL,43.0,13568,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716.0,Unf,0.0,990.0,GasA,Ex,Y,SBrkr,0,990,0.0,1.0,1,0,3,1,TA,5,Typ,0,0,Attchd,1996.0,Unf,2.0,576.0,TA,TA,Y,224,0,0,0,0,0,0,7,2006,WD ,Normal,156000,False,1-STORY 1946 & NEWER ALL STYLES,15,15
2773,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,244.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1400.0,Unf,0.0,1525.0,GasA,Ex,Y,SBrkr,0,1525,1.0,0.0,2,0,3,1,Gd,6,Typ,0,0,Attchd,2000.0,RFn,2.0,541.0,TA,TA,Y,219,36,0,0,0,0,0,9,2006,WD ,Normal,235000,False,1-STORY 1946 & NEWER ALL STYLES,10,10
2774,RL,79.0,9236,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200.0,Unf,0.0,1479.0,GasA,Ex,Y,SBrkr,0,1494,1.0,0.0,2,0,3,1,Gd,6,Typ,0,0,Attchd,1997.0,RFn,2.0,576.0,TA,TA,Y,168,27,0,0,0,0,0,7,2006,WD ,Normal,217000,False,1-STORY 1946 & NEWER ALL STYLES,13,13
2775,RL,78.0,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,Unf,0.0,1588.0,GasA,Ex,Y,SBrkr,0,1588,0.0,0.0,2,0,3,1,Gd,6,Typ,0,0,Attchd,1999.0,RFn,2.0,472.0,TA,TA,Y,158,29,0,0,0,0,0,8,2006,WD ,Normal,214000,False,1-STORY 1946 & NEWER ALL STYLES,11,11
2776,RL,68.0,9272,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,500.0,Unf,0.0,842.0,GasA,Ex,Y,SBrkr,0,1749,0.0,0.0,2,1,3,1,Gd,7,Typ,0,0,Attchd,1999.0,RFn,2.0,515.0,TA,TA,Y,140,85,0,0,0,0,0,6,2006,WD ,Normal,196000,False,2-STORY 1946 & NEWER,11,11
2777,RL,72.0,13426,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,894.0,Unf,0.0,951.0,GasA,Ex,Y,SBrkr,0,1779,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2.0,586.0,TA,TA,Y,208,107,0,0,0,0,0,9,2006,WD ,Normal,217000,True,2-STORY 1946 & NEWER,11,10
2778,RL,95.0,13450,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,916.0,GasA,Ex,Y,SBrkr,0,1861,1.0,0.0,2,1,3,1,Gd,8,Typ,0,0,BuiltIn,2002.0,RFn,2.0,492.0,TA,TA,Y,146,91,0,0,0,0,0,6,2006,WD ,Normal,200000,False,2-STORY 1946 & NEWER,8,8
2779,RL,65.0,14006,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,0,Unf,0.0,Unf,0.0,936.0,GasA,Ex,Y,SBrkr,0,1776,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,RFn,2.0,474.0,TA,TA,Y,144,96,0,0,0,0,0,2,2006,WD ,Normal,192500,False,2-STORY 1946 & NEWER,8,8
2780,RL,118.0,13704,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1541.0,GasA,Ex,Y,SBrkr,0,1541,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,3.0,843.0,TA,TA,Y,468,81,0,0,0,0,0,1,2006,WD ,Normal,205000,True,1-STORY 1946 & NEWER ALL STYLES,9,8
2781,RL,55.0,10780,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483.0,Unf,0.0,911.0,GasA,Gd,Y,SBrkr,0,954,0.0,0.0,1,0,3,1,TA,6,Typ,0,0,Detchd,1976.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,132500,False,SPLIT OR MULTI-LEVEL,34,34
2782,RL,50.0,8340,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509.0,Unf,0.0,675.0,GasA,TA,Y,SBrkr,0,1388,0.0,0.0,1,1,3,1,TA,6,Typ,0,0,Attchd,1977.0,Unf,1.0,317.0,TA,TA,Y,406,36,0,0,0,0,0,12,2006,WD ,Normal,157500,False,2-STORY 1946 & NEWER,33,33
2783,RL,42.0,10385,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,123.0,TA,TA,CBlock,TA,Gd,Av,ALQ,595.0,LwQ,400.0,995.0,GasA,TA,Y,SBrkr,0,1282,0.0,1.0,2,0,3,1,TA,6,Typ,0,0,Detchd,1989.0,Unf,3.0,672.0,Fa,TA,Y,386,0,0,0,0,0,0,4,2006,WD ,Normal,174000,False,SPLIT OR MULTI-LEVEL,32,32
2784,RL,69.0,9920,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523.0,Unf,0.0,971.0,GasA,TA,Y,SBrkr,0,971,0.0,0.0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969.0,Unf,1.0,300.0,TA,TA,Y,0,0,0,0,0,0,0,5,2006,WD ,Normal,128500,False,1-STORY 1946 & NEWER ALL STYLES,41,41
2785,RL,120.0,9560,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,360.0,Unf,0.0,864.0,GasA,Ex,Y,SBrkr,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,0,Attchd,1972.0,RFn,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD ,Normal,128500,False,1-STORY 1946 & NEWER ALL STYLES,38,38
2786,RL,70.0,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,894.0,Unf,0.0,894.0,GasA,TA,Y,SBrkr,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,0,0,Attchd,1975.0,Unf,2.0,552.0,TA,TA,Y,256,0,0,0,0,0,0,7,2006,WD ,Abnorml,149900,False,1-STORY 1946 & NEWER ALL STYLES,38,38
2787,RL,60.0,7200,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,437.0,Unf,0.0,864.0,GasA,Ex,Y,SBrkr,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,0,Detchd,1977.0,Unf,1.0,297.0,TA,TA,Y,0,0,0,0,0,0,0,3,2006,WD ,Normal,119900,False,1-STORY 1946 & NEWER ALL STYLES,38,38
2788,RH,0.0,3612,Pave,IR1,Lvl,AllPub,Inside,Gtl,Landmrk,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,0.0,630.0,GasA,Ex,Y,SBrkr,0,1320,0.0,0.0,2,1,3,1,TA,5,Typ,0,0,Detchd,1993.0,Unf,2.0,484.0,TA,TA,Y,0,48,0,0,0,0,0,6,2006,WD ,Normal,137000,True,2-STORY PUD - 1946 & NEWER,17,16
2789,RL,90.0,11367,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932.0,Unf,0.0,1065.0,GasA,Ex,Y,SBrkr,0,1989,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,586.0,TA,TA,Y,199,60,0,0,0,0,0,11,2006,WD ,Normal,255000,False,2-STORY 1946 & NEWER,8,8
2790,RL,0.0,9930,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,199.0,Gd,TA,PConc,Gd,TA,No,GLQ,456.0,Unf,0.0,826.0,GasA,Ex,Y,SBrkr,0,1762,0.0,0.0,2,1,3,1,Gd,6,Typ,0,0,Attchd,2002.0,Fin,2.0,591.0,TA,TA,Y,320,54,0,0,0,0,0,7,2006,WD ,Normal,222000,False,2-STORY 1946 & NEWER,8,8
2791,RL,45.0,9468,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,TA,TA,PConc,Gd,TA,Mn,GLQ,639.0,Unf,0.0,840.0,GasA,Ex,Y,SBrkr,0,1755,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1999.0,RFn,2.0,530.0,TA,TA,Y,176,73,0,0,0,0,0,8,2006,WD ,Normal,214000,False,2-STORY 1946 & NEWER,11,11
2792,RL,0.0,11088,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,872.0,Unf,0.0,1348.0,GasA,Ex,Y,SBrkr,0,1358,1.0,0.0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,2002.0,Unf,2.0,418.0,TA,TA,Y,68,166,0,0,0,0,0,6,2006,WD ,Normal,220000,False,1-STORY 1946 & NEWER ALL STYLES,8,8
2793,RL,0.0,14781,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1753.0,GasA,Ex,Y,SBrkr,0,1787,0.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,3.0,748.0,TA,TA,Y,198,150,0,0,0,0,0,8,2006,WD ,Normal,275000,True,1-STORY 1946 & NEWER ALL STYLES,9,8
